0.16335878,-0.70828378,-0.078826554
0.16458252,-0.70812905,-0.074440144
0.17847686,-0.6983248,-0.075828485
0.17969248,-0.69817162,-0.071471594
0.17351256,-0.69446057,-0.08868371
0.1747281,-0.69430739,-0.084326826
0.17594379,-0.69415379,-0.079970092
0.17715962,-0.69400072,-0.075613134
0.19053788,-0.68379003,-0.082084686
0.19174504,-0.6836381,-0.077759013
0.18202206,-0.69338661,-0.058185622
0.18323778,-0.69323343,-0.05382897
0.18566914,-0.69292682,-0.045115143
0.18688487,-0.6927737,-0.040758371
0.18810044,-0.69262004,-0.036401469
0.18931615,-0.69246674,-0.032044515
0.19053182,-0.69231308,-0.027687818
0.17219494,-0.6901359,-0.088468403
0.17341074,-0.68998271,-0.084111512
0.17462628,-0.68982911,-0.079754561
0.17584212,-0.68967593,-0.075397812
0.18922986,-0.67949635,-0.081870884
0.19043671,-0.67934388,-0.077545211
0.17948897,-0.68921542,-0.062327236
0.18070464,-0.68906248,-0.05797033
0.18192016,-0.68890887,-0.053613484
0.18313608,-0.68875587,-0.049256686
0.17294459,-0.69803208,-0.034530878
0.17416847,-0.69787753,-0.030144699
0.17539239,-0.69772351,-0.025758557
0.1879987,-0.68814218,-0.031829193
0.18921444,-0.68798882,-0.027472522
0.17906387,-0.69726008,-0.012600016
0.18028778,-0.69710559,-0.0082138404
0.12744237,-0.70771009,-0.1381467
0.12867495,-0.70755446,-0.13372947
0.18430094,-0.67565995,-0.094633877
0.18550786,-0.67550737,-0.09030842
0.18671483,-0.67535543,-0.085982531
0.1879219,-0.67520291,-0.081657037
0.17695592,-0.68504453,-0.066468664
0.17817147,-0.68489146,-0.062111769
0.1793872,-0.68473774,-0.057755072
0.18060291,-0.68458468,-0.053398121
0.1703945,-0.69383323,-0.038700219
0.17161827,-0.69367862,-0.034314051
0.17284216,-0.69352406,-0.029927824
0.17406611,-0.6933701,-0.025541712
0.1752899,-0.69321561,-0.021155544
0.18789677,-0.68366402,-0.027256992
0.17773764,-0.6929068,-0.012383186
0.19032821,-0.68335754,-0.018543413
0.19154392,-0.68320423,-0.014186693
0.11374165,-0.71331114,-0.12771879
0.11498307,-0.71315503,-0.12327038
0.15927729,-0.69071448,-0.073572978
0.17199148,-0.6811803,-0.079323933
0.17320706,-0.6810267,-0.074966989
0.17442271,-0.68087333,-0.070610054
0.17563848,-0.68072015,-0.066253349
0.17685409,-0.68056649,-0.061896451
0.17806962,-0.68041319,-0.057539526
0.17928544,-0.68025994,-0.053182829
0.18050097,-0.68010664,-0.04882592
0.17029192,-0.68932498,-0.034097195
0.17151581,-0.68917048,-0.02971103
0.17273962,-0.68901598,-0.025324866
0.17396346,-0.68886155,-0.020938691
0.18657935,-0.67933959,-0.027041692
0.18779503,-0.67918622,-0.022684682
0.18901072,-0.67903292,-0.018328046
0.19022638,-0.67887938,-0.013971137
0.11115518,-0.70905232,-0.13194743
0.11239651,-0.7088958,-0.12749901
0.11363785,-0.70873928,-0.1230506
0.114879,-0.70858228,-0.11860196
0.11612025,-0.70842594,-0.11415333
0.1383291,-0.6972304,-0.089119203
0.13956164,-0.69707501,-0.084701747
0.14079411,-0.6969195,-0.080284402
0.14202684,-0.69676393,-0.075867221
0.1432593,-0.69660825,-0.071449764
0.14449179,-0.69645244,-0.067032367
0.15795094,-0.68636078,-0.073356137
0.15917471,-0.68620646,-0.068969779
0.16039851,-0.68605202,-0.064583577
0.16162243,-0.68589753,-0.060197365
0.16284627,-0.68574321,-0.055811271
0.17553659,-0.67624223,-0.061681151
0.17675224,-0.67608887,-0.057324205
0.16651787,-0.6852802,-0.042652767
0.17918359,-0.6757822,-0.048610564
0.16896552,-0.68497127,-0.033880364
0.17018941,-0.6848169,-0.029494174
0.18283054,-0.67532194,-0.03554
0.17263706,-0.68450797,-0.020721871
0.18526195,-0.67501521,-0.026826359
0.18647766,-0.67486203,-0.022469457
0.18769342,-0.67470849,-0.018112754
0.18890899,-0.67455518,-0.013755853
0.19012457,-0.67440176,-0.0093989093
0.10856886,-0.70479381,-0.13617608
0.10981026,-0.70463735,-0.13172765
0.12343521,-0.6945563,-0.13749176
0.1122926,-0.70432371,-0.12283057
0.11353384,-0.70416731,-0.1183819
0.11477521,-0.70401073,-0.11393352
0.12346379,-0.70291436,-0.082793713
0.12470515,-0.70275784,-0.078345202
0.13822581,-0.69269013,-0.084483519
0.1394584,-0.69253451,-0.08006607
0.15295283,-0.68247032,-0.08629784
0.15417676,-0.68231624,-0.081911698
0.15540065,-0.68216163,-0.077525511
0.15662453,-0.68200743,-0.073139317
0.15784843,-0.68185282,-0.068753116
0.15907218,-0.6816985,-0.064366743
0.16029617,-0.68154407,-0.059980765
0.16151989,-0.68138993,-0.055594426
0.17421909,-0.6719178,-0.061465599
0.17543475,-0.67176443,-0.057108905
0.17665039,-0.67161101,-0.052752033
0.17786604,-0.67145765,-0.048395086
0.17908174,-0.67130423,-0.044038363
0.18029748,-0.67115051,-0.03968164
0.18151295,-0.67099714,-0.035324521
0.18272877,-0.67084408,-0.030967746
0.18394457,-0.67069054,-0.02661109
0.18516003,-0.67053729,-0.022253938
0.18637574,-0.67038387,-0.017897248
0.19968824,-0.6603424,-0.024781533
0.20089532,-0.6601904,-0.020456124
0.2021022,-0.66003811,-0.01613047
0.1072236,-0.70037782,-0.13595629
0.10846493,-0.70022154,-0.13150762
0.10970613,-0.70006478,-0.12705918
0.098562762,-0.70980012,-0.11236538
0.099812835,-0.70964247,-0.10788569
0.11343001,-0.69959497,-0.11371365
0.12211862,-0.69849855,-0.082573846
0.12336007,-0.69834244,-0.078125425
0.13688999,-0.68830526,-0.084264912
0.13812266,-0.68814999,-0.079847708
0.15162657,-0.67811686,-0.086081035
0.15285037,-0.67796218,-0.081694826
0.1540743,-0.67780811,-0.077308662
0.15529813,-0.67765361,-0.072922513
0.15652218,-0.67749971,-0.068536304
0.15774593,-0.67734498,-0.064149931
